Noun,Verb,Adjective,Exclamation
인사,시키나,어떤,
집권,떠오르는,높은,
층,떠,안되겠다,
다음,가려지는건,있도록,
정권,지,철저한,
경북,참,확실히,
인사,욕먹으려고,없었다,
모조리,하시는지,창피하게,
명문,싶네요,안되는,
수장,준데,스럽운,
이면,맞잖아요,한심하다,
그,아셨으면,없는,
걸,쓴게,시끄러운,
행동,바꾸자,무서운,
총장,는데,많은것이,
대한,기다린다,없다,
학생,보다,있는건,
믿음,살어라,아닌지,
이화,물러나라,같다,
총장,하기전에,아옹하세요,
즉각,그만둬야지,많은,
사퇴,잡은,아닙니까,
이,올가,망하겠죠,
정도,하는대,든든하면,
특혜,까,확실히,
대통령,숨길,있었다,
비선,난것도,이럴,
실세,난것도,미안해진다지,
대한,숨기니,있는데,
보통,책임지시고,그래요,
우지,하셔야,부끄럽네요,
최씨,바꿔라,있는,
의혹,하고,성장했다,
게,먹었다면,아닙니다,
별수,쓴,아닙니다,
저,받을만한,아니라,
총장,모자란,당연한거,
정권,따,당당히,
총대,매달아서,있겠네,
의혹,죽기전까지,바쁘겟네,
누가,차릴듯,뻔뻔스럽다,
무리수,생기셨네요,창피한줄을,
최,지,쉬웠나,
실,시키고자,없는,
박근혜,먹,있냐,
빽,않고,당할것,
사실,않고,같은데,
말,지나지,그지같은,
손바닥,않건만,피터지게,
하늘,했는지,아님,
나,아냐,스럽다,
배,들고,없기를,
뒤,해야,입니다,
나랏님,알겠지,같습니다,
더,책임지고,입니다,
이상,물러나는게,추악하고,
모교,지키는,사악한,
망신,길인것을,없네,
지금,하기도,없긴,
윤리,생긴거,없어,
모습,바라,뻔한거,
사실,큰,저렴해졌네요,
공개,입었는데,안되겟다,
생,봅니다,그러겠냐,
이제,않는,부끄럽지,
학교,되,있음,
차원,바랍니다,아니라,
회정,바뀌지,성한데,
구현,않으면,있네아야,
위해,밝힘,그러고도,
당신,찌들어있는게,아니라,
응원,마니,아녀,
대학생,먹게,더러운,
저,생겼다고,있네,
얼마나,했다고,머냐,
생,감사합니다,너무하네,
입장,지나가는,더럽다,
공감,웃겠다,안되는,
누규,할말을,안되는,
자료,잃었다,무서운,
글,보네요,없는,
맞춤법,않고,입니다,
확인,서야,어떻게,
수정,나왔는데,안되는,
몇번,지렸고요,조용히,
검토,먹,있을듯,
누구,보니,싸한,
대충,되어있었네,그렇고,
말,와,추악하게,
타고,늙은,변했는지,
학점,아는구나,같지도,
주네,말하진,같네,
그것,않으리라,그런데였지,
이상,했다,철저히,
어차피,뚫린,없었다고,
닭,막하는구나,나쁜,
대가리,들었는데,있다,
정권,준거냐,확실한건,
때,가냐,새로운,
정권,떼기,그래요,
닭똥,보소,당당하시면,
개,숨어있는진실은,인해,
고생,보이는거냐,안되는데,
준비,된다고,안타깝,
얼굴,다니냐,없는,
완전,찬다,같다,
마귀,돌아가는구나,없다고,
정유,알아야지,슬프다,
레포트,시켜,그런,
지적장애,되면,나쁜게,
수준,사냐,같아,
데,싸는,두렵나보다,
딸도,믿겠니,아니지만,
특례,참,편하지,
입학,알아야겠다,아니라는,
학점,느껴지는,뻔하다,
관리,치네,역겨운,
자기,시키네,부끄러운,
저딴,나아가,있네요,
특혜,책임져야지요,부끄럽습니다,
생각,밝히지못하는건,잘나지도,
급,일으켰으니,있네요,
친일파,책임지고,미,
김활란,내려오세요,좋은데,
동상,하고나서,조용하게,
철거,깨진듯,같은,
어디,생겼네,피곤한,
특혜,비는게,아닌것,
이건,않겠냐,없다,
정도,본줄,확실히,
당황,닫아라,없,
부끄러움,받았나,가득한,
누구,죽었다,있으리라,
몫,훔쳤소,있지,
하나,끝났다이대,부끄럽습니다,
정말,하는,어지간합니다,
도처,봐요,있는,
천지,껴서,없긴,
아주,주는게,없어,
그것,가게란,이런,
유행,받아서,시원하게,
명색,가르치니,개떡같이,
학자,봐도,개떡같이,
교수,배우는,없었지,
총장,꺼져라,있으면,
최소한,하지,솔직히,
양심,불려,같니,
이란,걸고,있었다고,
도대체,막지,없었다고,
자식,만들어서,확실히,
보기,넘어가려고,있다는게,
자식,하는데,미친,
손주,하던데,확실히,
바르게,할듯,없는것,
살라,보내주시면,같네,
개,감사하겠습니다,없는데,
소리,할,아니라고,
에혀,갈,아니다,
이나라,던져,멋있다,
나라,버렸겠지만,아니고,
완전,넣자,야할,
쓰레기,깔았네,있었겠지,
아치,하는,아니라,
소굴,된,미쳤구만,
다시,봐도,투명한,
경우,이더라,입니다,
또,해서,아니다,
처음,떨어지는거다,이런,
내,뽑은,있습니다,
딸도,터져서,현명하게,
경마,참,없다,
금메달,할수도,소홀하지만,
이화여대,밝혀지면,없다이게,
입학,시켜라,아닙니다,
말,하는,미쳐,
마리,맞습니까,부끄러워,
창조,주러,귀하신,
경제,한답시며,아니고,
수업,두고,범상한,
안,되면,친하고,
최소,일까,친한,
학점,싶어,고귀한,
창조,집니다,없을줄,
학점,기를,그럼,
이화여대,펴는구나,아니면,
실,보니,없나,
여대,생겼네,부끄럽다,
거짓,된,그래두,
거짓,찌그러져라,부끄럽다,
스크래튼,지나가는,이래놓고서,
선교사,웃겠소,원하니,
통곡,갖은건,아님,
이화학당,보군요,영원한,
몰락,참,아니라면,
당신,했네,아니라,
쌍욕,먹고,분개하는,
하늘,탔지만,입니다,
박근혜,하지,아니라,
무슨,않았다,그렇군요,
약점,가려라,그럴까,
뇌물,가는,멋있습니다,
특혜,카우나,있다고,
불법,꾸나,미치게,
뿐,들어가는,아니지만,
시대,했군,더러운,
공시,쓰면,많다,
술,살았고,떳떳해,
가로수,배운만큼,추함,
사실,배웠으면,그럴줄,
음주,누리실려고,그럼,
운전,하고,있다고,
손바닥,하고,높아요,
하늘,해주셔서,그렇네,
정도,감사합니다,좋은데,
껏,하네,아니라고,
당신,하는지,많은,
학생,참,없구요,
보기,믿는다고,없구요,
진정,떠들어,없는,
당신,대냐,한심한,
이화여대,아는가,있나,
출신,되네,같은,
이제,잡아떼야,퇴보한,
이,되는,확실히,
분,배울만큼,강한,
사퇴,배운,그랬겠습니까,
안,않되,두려워,
심,버티라고,없았겠죠,
특혜,해서,없고,
학생,된답니까,없는,
보기,떨어뜨리는,원하지,
저런,하시고,많아서,
사람,하면,많은,
총장,박은,그만하고,
최고,지,뻔하네,
지성,된다,뻔하게,
초고,알았어요,아니라,
특혜,해라,아니지,
대학,하는거네,아니라고,
노,시키니,그렇고,
양심,죽어라,답답해,
총장,해서,아니,
게,들어온,어떻게,
손바닥,때려,아니,
하늘,치웠다,아니라고,
분,하지,궁금하네요,
여기,하고,창피합니다,
분,참,있는것이,
역,될려고,확실하다,
아주,할까,없을,
도,버리고,있는데,
수준,되어서는,뻔하내,
옆,하기를,아니라고,
동네,합니다,없냐,
개도,하세요,더럽게,
안,않아요,더런,
얘기,가며,없긴,
얼굴,싶으세요,없어,
거기,남은,아니래,
버티고,파시는군요,미친,
계시,지나간다면,있다더니,
내,하는,그렇구나,
땐,내려놓고,확실히,
빼박,사하는,없었다,
잘못,받으면,같은데,
사퇴,됨,험한,
실,키우는,이런,
아줌마,알아야한,사악한,
딸내미,되는지,칠하지말고,
퇴학,묻고싶다,헷갈리네,
시간,할,아니고,
끌,해야,아무런,
국민,한다,없는,
분노,지켜보고,마라,
꼴,이길것이며,그럼,
왜,보낸다,칠하면서,
닭,하는,있는,
친구,갑다,아님,
모양,막가는,안되는,
본인,본다,안남았다,
무능,봤지,있나,
측근,지켜보든,많으면,
부패,쓰네,아니라고,
것,믿으면,아니라고,
총장,봐라,역겹다,
랍시고,떨어지는구나,추악하다,
이대,쉽게,없다,
이제,들어갈,뻔한,
제발,되는,그럼,
좀,해야지,있는,
불능,저러면서까지,아닌것,
사퇴,나오고있는데,같은데,
뻔,막는,같은,
거짓말,한다,스러울까,
개,한다,좋겠다,
쓰래,한다,있네요,
기,한다,있건,
대학,해야,없건,
대학,하며,부끄럽다,
모임,한다,아니고,
학문,한다,아니지만,
관심,받을수도,야한다고,
빽,한다,칠하며,
줄,무너지나요,수많은,
특기,내쫓아라,안타깝다,
요즘,썩은,없고,
이화여대,보는,있네,
학생,토나온다,아니라고,
젤,모르면서,조용하다,
화이팅,하냐,아닌가,
더,개소,아프겠다,
여자,아는구나,시끄럽게,
진짜,없애,미쳐가고,
여자,버리는게,있다,
이만,였구나,미쳐가고있다,
좀,참,미쳤다,
끝,할말,뻔하네,
끝내,기다려,아니라네,
자리,줬다는데,뻔하기가,
꽤,가리려,같네,
징그랍,하네,없는,
국민,미루어,없는,
콘크리트,되는,한심한,
지지율,보네,괜찮았을텐데,
생각,보면,아쉽,
리딩,아는데,옳은,
분,시킨거,있으니,
느낌,아냐,힘들,
이대,들으면,어떻게,
명예,나오냐,그럼,
총장,할말이,다를것,
이대,아는데도,같진,
서울대,먹,싫다,
정신,일어나는게,직한,
때문,아는데,아무런,
삼류,죽은,없는,
피켓,흔드는구나,없나,
학생,됐다,더럽게,
보기,참,부끄러운,
최소한,생겼네,없는,
부끄러움,까고,없었단다,
자식,앉아있네,아니구나,
인간,지나가는,그럼,
라면,웃는다,부끄러운줄,
저,시키더냐,없으십니까,
수업,해라,없다,
실,봐도,있으면,
딸,저러니,비슷하다,
성적,되는거,있는,
학생,하는,확실히,
이쯤,건지,무서운게,
자기,달려들더니,그런거,
레포트,들,같다,
재미나,썩은,악하게,
학교,되,있는가,
학생,서야,없었다,
수치,하게,그럼,
지금,되네요,확실히,
시험,되고,아니든,
기간,들이,뻔함을,
공부,보내요,미친,
학생,헐,없을까,
진짜,하게,같은,
진,멈추지요,없당,
정신,잡아떼는,부끄러운줄을,
충격,받았나,없데,
스트레스,쓰는것,그럼,
말,물러나길,있는데,
출신,뽑아서,없어,
학생,한다,없네요,
년,잊지,안타깝다,
이대,않고,아니라,
앞,될,어떻게,
영영,만들어,의심스럽네요,
명문,버리네,이런,
소리,알아라,없었고,
빽,가리네,두꺼워야지,
개,하실려고,독하게,
나소,이라,무서우,
부패,한다,있었다,
학교,지닌,그럼,
임,아냐,충분히,
출신,나겠냐,있단,
사람,하는게,아닌,
정유,뺀질,힘들게,
라가,뺀질,아닐텐데,
누구,심줄,야합니다,
특혜,맞는것,무섭긴,
교수,할수,무서운가,
존대,딸이면,깊은,
하나요,시켰을것,뻔한,
정,돼를,징그럽네요,
신,않되,더러우니,
나,쓰는,미치겠다,
간,보니,있냐,
여,피하다고,아니라면,
자,한단다,없다는걸,
년도,했는데,더러운것,
뻔,봐,뻔한것,
국민,마시고,가능했을듯,
바보,했지만,있는걸,
알,하셨군요,없고,
말,바라,그러한,
때,썩은,부끄럽지,
실직,할,그럼,
고하,깨어,아니였다,
너,하며,없었다면,
꼭두각시,지키자,있다는,
욕,믿으라,아닌가,
그,차리리,아님,
레포트,매주를,아니고,
보고,쓰는걸,궁금하다,
다시,믿고,추하게,
말,싶다,아닌데,
니,쪽팔려서,없다,
자리,할,안타깝다,
특혜,하지,추해지,
최경희,그만두면,추한,
최,싸놓,더럽게,
실,치우고,좋은,
라이,갈까봐,같은데,
양심,저러나,아닌거,
여자,하지마라,같다는데,
할머니,믿겠냐,없고,
시골,받았구나,없는,
개,하는구나,공평하잖아요,
이름,일그러진,있는데,
실,썩었는지,적당히,
탄핵,썩었는지,있는,
고구마줄기,물어봐라,있죠,
싹,속이는,그래,
제거,주면,안되면,
경희,하겠네,당해야하는,
사퇴,이니고,무섭겠나,
자식,하는,없어서,
학생,끼워,없을거라,
내,넣었,없네,
손녀,뽑았으나,계실,
딸,모르는,아닌듯,
생각,할꺼면,대단하,
여학생,하러,있는것이,
쟤,하는가,같은데,
무슨,하는,같은데,
호강,됐고,아무런,
달라,낳았는데,없다,
것,만들어가네,대단하네,
배움,말아먹기로,없어도,
터,불거진,같다,
달라,물러,좋더냐,
간곡,나는게,어렵고,
몸부림,살아온,있는지,
